"","X1","X2"
"1473",1473,"0000000000000000000010000100000010000100000000001100001100000000001000100011000000000101000000000001"
"1474",1474,"0000000000001000100000111000000000100000100110001000000010000000000000000001000000001000000000001000"
"1475",1475,"0011111110110111011111011111101000100101000100111110010100111111010101101110101111011111110011011010"
"1476",1476,"1011110110111110111001011111011110111111011010111111110111111110111111111110011101111111001111110111"
"1477",1477,"0011000000010110010101101100000010000001000000101000000000001001001000000011000101001000100010001000"
"1478",1478,"1011110111111111111111111101001111111001101111111011101111111111111111101111111111011111111111110111"
"1479",1479,"1001000110101101111101111100100000001000000100101110000110001010100101001100110111010011110000110001"
"1480",1480,"0000000100010000110000111100000000100000000000001000001001000001001100000000000000010000000000000000"
"1481",1481,"0000000000100000000010001000100000000100000000000000001100000000000000010010000000000000000000000000"
"1482",1482,"0111111110111111111111111111111111111001001100111111111111111111110111011100111111111111111101111011"
"1483",1483,"0000000100000101000111001000000000000000000000000000100000000000000100001001000000000000000000000000"
"1484",1484,"1011010010011001111011111010100000110000000110101000111100011010110100001010000001011011010001000010"
"1485",1485,"0010000110100101000001111010000000101001000110111010010110100011000000000001000001001111100011000001"
"1486",1486,"1011000100110100010010001111000000000001100100101100100101100010000001001001110000000100000000000000"
"1487",1487,"0010010010101111111011011001110010110100111001111010111110111010011001100010001001100101111101100001"
"1488",1488,"0010001010111001011111101011110101011000010101011011011110011111110100010000110101101011111001101001"
"1489",1489,"1111011111110111111111011111111111100100011110111111111111111110110101111100101111111111100101110111"
"1490",1490,"1011000110111101111111101011101010110001100110111011101110001110110100111010000101011011111011010111"
"1491",1491,"1111111111111101111111111111111111011111111111111111100111111111111110111110111111111111111111111111"
"1492",1492,"1111011111011111111111011111110111110000111000111111100111111110110111101110111111111111111101111101"
"1493",1493,"1011111111101111111111111111111110011010111011011111111111111110101111111111111111011111110111111111"
"1494",1494,"0010000000010000000010000000100000000000010000100000000100000000000000000000000000000000000000000000"
"1495",1495,"0010100110011101010000100100000000010000000100000000110101000010000001100010000000010000000000000000"
"1496",1496,"1001000100100100000111111100010000101000010000011100011101001010100010011000000001010101100000011000"
"1497",1497,"0000000000011100001011101000000000000000010000000000000100000000000000000000000000000001000000000000"
"1498",1498,"1011000110101010011111111111101110011101101110111111111110111011001000101001000101111101000000111110"
"1499",1499,"0011000110111100010001111011100000101101100110101100010100110001010100011011000010011111011011011001"
"1500",1500,"0111011110011101011011111010100100111111100000111111001110011000111000001000011111001100000010110000"
"1501",1501,"1000000010001100010111011000100000011101000010001000011100100011111110100001000000001001000000010001"
"1502",1502,"0000000000000000000000110000000000000100000000000000010000000000100000000000000000000000000000000000"
"1503",1503,"0010000010001100111010100100000011100100100000001100000110001010100000000000000001001001010011000100"
"1504",1504,"1011001111111111111111111011111101111110111011111111111111111110110111111110011101111111111011110111"
"1505",1505,"1001001111011101111111101011010000101101110010111011101110001110011101001011000101011001111001011111"
"1506",1506,"0010010100100001011001011101101000110000000011101110000100100000100101000001001001011111100001000000"
"1507",1507,"1010000110011101011010011001111000100000011010001010010111101011110101101000100101011101101110101001"
"1508",1508,"0000000000010000000010111010000000000000000100011000000100000010000000011001000000010000000000000000"
"1509",1509,"1001000000010101100110011100000000110000010000001011000100000111000000000000000000001001000000000100"
"1510",1510,"1011100111110101011011111101111010111000011001011011110111111111111101111101011101011111111111111101"
"1511",1511,"0011000110011101101110100111001010010001100000011100110110001001001000010000000001011011100100111000"
"1512",1512,"1000000110100110010001011000100000010000110010110010000100001010000101010001000101011100000101001000"
"1513",1513,"1011010111110101011111111011100011111100000101111010011101101010110111011110011101111111111011111111"
"1514",1514,"0010000100001000101000000100100000100100000000101110000000000110000001000000000000000000000001000000"
"1515",1515,"0010010100010000010001010000000000000000000000001001000100001000001000100000000000000000000000000000"
"1516",1516,"0000000000001000011001011000000000100000000000101000010000000010100000000001000000000000000000000000"
"1517",1517,"0001000000100100100011110101000001100000000000011001000110001010010101011000000110000110101010001000"
"1518",1518,"1111011111111111111111111111111011111111111111111111111111111110111111111111101001111111111111111111"
"1519",1519,"0011111110110111111111111011011110111101101110111111110111111110111111111111011111011111111111111111"
"1520",1520,"1111111111111111111111111111111111111111111111111111111110111111111111111101111111111111111111111111"
"1521",1521,"0011000100011101010011111101010000111000010010111101010110100010011000011001001001101100110010001101"
"1522",1522,"0000000000000010100010010000000000100000000100000000000100000010001010001000000000000000000000000000"
"1523",1523,"1111010101010100011101011011001110001100010110011011111111001010111001001000011011011111110011110101"
"1524",1524,"0011100100101111011011101111001000010101001000001000010010000110011011001000100101011001001001000000"
"1525",1525,"1011111111111111111111111111111011111101111111111111101111011011011111111111111111111111111011111011"
"1526",1526,"1111001111111111111111111111101110111101111011111011111111111111111101111111111111111111111110111101"
"1527",1527,"0010000100111100011010110111100000010100110000111000000010010010100000001000000000010001000000111000"
"1528",1528,"1011000110011110111011111001100100000001101101101111011110101011010110001101010101001011110011001000"
"1529",1529,"1011010110110101111111111111010001010101111011011110100111111011111110111101011111111111111101111101"
"1530",1530,"1011101110110101010111011111000000110100101000011111011111101011111110011110111001101111100000101101"
"1531",1531,"0000000000000000000010000000000000100100000000000000010000000000000000000000000000000000000000000000"
"1532",1532,"1110000110110101011010011010110100001000000111101011110111110110010111011001001100011111011011111000"
"1533",1533,"1111010110111111011111111110000010101101111010001110011111011011111110101011001101010101100001110100"
"1534",1534,"0000000010101100100101011100000000100000010000101000000010100010101101001000000100010000000010000010"
"1535",1535,"1111111110111111111001111111111111011101111111111111110111111011110111101010111111111111111111111011"
"1536",1536,"0011010110111101010011001101110000000001110000011101110111011011111101111010000001001001000010100000"
"1537",1537,"0111000111011111011111111001101010111100101010101011110111111110111001101001101001001111000101010000"
"1538",1538,"1000000100011111101110011000000100000000110000001000001100101001001001000001000000010100001010010001"
"1539",1539,"0000100110010100000101010000000000010100010000001000011010001001010000010001001000001000000100000000"
"1540",1540,"1111110110111111111111111111110111011100111011111111111101111110010111101111111111111111111111101110"
"1541",1541,"0011001110110111111001010011000100010111010000111111100100001001111111101100111111110101111111111001"
"1542",1542,"1111000111011111011111011111111110110001011110111011111100101101010101101101001101011111000111011110"
"1543",1543,"1011001100111001011001111100100000001110001010111101000111101010111000001011001100011001010000000011"
"1544",1544,"0000000000000000000000010000100000000000000000101010010000000000000001010000000000000000010000000000"
"1545",1545,"1111111111111111111111011111011111111101111111111111111111111111111111111110111111111111111111110111"
"1546",1546,"1011111111111111111111111111101111111110011011111111111110011111111111111111110101101111111011111001"
"1547",1547,"1111111111111111011111111111111011111001111111111111111111111111111111111111111111111111111101111111"
"1548",1548,"1011110111110111011101011110100100000000011101111110011111111010110111011101001111001111111000111011"
"1549",1549,"0011011100110011101111011111100000100100010010111001011110001000000110010011010101001101001000110011"
"1550",1550,"1011001111110011101011111101100100111000110010101011110110111010011111111101010111001001101110110111"
"1551",1551,"1010100100111100101011010101100000100100000000001000111110101011000101111000000101001000000110111101"
"1552",1552,"1011111111011111011111011111111011111101011011111011111111111111011111111111111111111111111111110111"
"1553",1553,"0000000100000000010100000000000000000000000000000000001100100000000000000000000000000000010000000000"
"1554",1554,"1011101110111101111111111111101111011110101101011011011111111010101111111101111101111111011101110111"
"1555",1555,"1011100110110001101111111111101010000000111010000010000100111010110100101000000101011101010000000100"
"1556",1556,"1011100110010101111011011101001000100100000011111101110110011010100100101000100101000001000000000101"
"1557",1557,"1111000110111110001101111001100100111000001110011000000100001100000101010001000111111101000000000011"
"1558",1558,"0001000000101011011001111100010000101000000000101000110100011000101001001001001101000000000000001001"
"1559",1559,"0010000100000100001111000000000001110001000100000100111010001000000101010011000010010001100000010000"
"1560",1560,"1111011111111111011111111011001111011101101111111011010101111011111111011111010111111111101011111111"
"1561",1561,"1111001110111111111111111011111110011111111011111011111111111101011011101111011101101111101011111101"
"1562",1562,"1011100100001001101101101000101000100000010110101110010110001001100000001011000100000000000100101001"
"1563",1563,"0000000000000010000000101000000000000000100000001000000000100000000000000000000000000000010000000000"
"1564",1564,"0000100100111101011100111000100001110001100111101001000100101010101011000000100000001001000011000000"
"1565",1565,"1011101111101111011111101111000110011100111011111111101111111110111011111110011101110111110111111111"
"1566",1566,"0011010100111010010111111100000010011100001010111010101110101000101001001111001101100110010010001101"
"1567",1567,"1011101111111101110111011111100010000000111001101011001110011010001101111001110001011111001011011111"
"1568",1568,"0000000100010110000010000000000000000000010000001100000000000010000000000001000000001000000000001000"
"1569",1569,"1111111111011111011011111111111111011111111011111111111111111110111111111111011111111111001101111111"
"1570",1570,"1111001011001111110101011011011101111100001011001111010111111011001100111011010111111101111001111011"
"1571",1571,"1111111110111101111111111111111111111011111111111111111111011111111011111111111111111111101111111111"
"1572",1572,"1111111110111111111111111011111111111111111111111111111111111111110111111111111111111111111001111111"
"1573",1573,"0010000110101101111001010111010000100001011010101110111110001100001101001001010011010001001000000000"
"1574",1574,"0000100100001001011111111000100000000001010000101000100100101010000111011000000101001001010001000000"
"1575",1575,"1111111110111111111111111111110010011101101101111111111100111011111100101101011101111111101101011111"
"1576",1576,"0000000000000001000000001010000000000000000010000000000000000000000000010001000000001001000000000000"
"1577",1577,"1011110110110101110011111001001110011000001101111011101110111111101111011110110101011111101011101101"
"1578",1578,"1111111111111111111011011111011110111111111101111011111111111011010111111101111111111111111000110110"
"1579",1579,"0010000110000101010011111011000000000010110100101110000000101010000101010000001001010000000001001010"
"1580",1580,"1100000100000000000000001000000000000000000000001010000100001010100000010000000000000000000000000000"
"1581",1581,"1110000110010011011101011101000000101101000011011110000100111010001100100000010001010111001011100000"
"1582",1582,"1011000110001111010111111001000000000010010001101000100100001000101101100001000011000111000000110011"
"1583",1583,"0010001100101000000101101010100000100110000010001111101100000011000100000000000011001101000000000000"
"1584",1584,"1111110111010011111111111011111110111101001101111111101110111111011111010111110011101111111011111111"
"1585",1585,"0011110111111101111001011111000011111011111011111110111111111111111111111111101111111011100111101111"
"1586",1586,"1010010100110110110111110000000000100100100110101110110100101010011010010000010101000000000000011000"
"1587",1587,"1111101111111110101011111111111111111111111111111111101111111011111111111111111111111111111011110111"
"1588",1588,"0010000000010000000011111010100000100000000000001000010100001010000001010001000100000000000010001001"
"1589",1589,"0000000000000000001001111000100000000000000000001100000100000110001001000000000000000000100010000001"
"1590",1590,"1111000111110100111011011001100000111001000000111011110100101011111111000000000101011101011000001100"
"1591",1591,"0010000100011001100010101111010000000100001000101001000101001010100110010001000101000001000100000000"
"1592",1592,"0000000100001010000000000000000000000000010100001000000000000010000100000000000100000000000101001000"
"1593",1593,"1111111111111111111011111111011111111011111111111111101111111111111111111111111111111111111111110111"
"1594",1594,"1000000000001001000011000100000000000000010010011000000110000001000001000010000000000000000000000000"
"1595",1595,"1010010110101101000111111011100000110000010110011001110011011110010011001111010111011111101101001100"
"1596",1596,"1010001110011111111111111001101010111111110110111111101100001110011010011001000101001101100010001011"
"1597",1597,"0001000100000111111011100000000000100100011001111010000110101001000001100000011100011100000001001000"
"1598",1598,"0000000000000001000101011000100000100000000000101100000100000000000000000010000000000000000000001000"
"1599",1599,"1000000000001110000000100100000000000000010000000110110100000001000000000000000000010000010000000000"
"1600",1600,"0000100000000000000000000000000000000000000100001000000000000000000000000001000000000000000000000000"
"1601",1601,"1111111111111111111111111111011011011010111101111011101111111110011111111111111111111111111011110101"
"1602",1602,"0000000100000110010110001000000000010000000000000100000100000010010001000010000000100000000000001000"
"1603",1603,"0000000100100000010000110100000000100000010000001000000100000000000000000000000000000000000001000000"
"1604",1604,"0000000000000011000000010001000000100001100000001100000100000001000100000010000000000000000000000000"
"1605",1605,"1011111110111111101111111011111111101100111001111011111110111111111111111011111101101111111110111111"
"1606",1606,"0001010111101000101011011011100100000100110010101100000110001011101101000000000011011111000010001001"
"1607",1607,"0010000000011100000100001000000000100001000000011000010100000000000100010000000001000000000000100010"
"1608",1608,"1000000100100101011010011000000000000000000100010010100110001110000001010000000000010001100000000001"
"1609",1609,"0010000110011001001001011101010000001100111010111001100100101110011110010001001000001101101000000001"
"1610",1610,"1001100100111101111011011111111000110101010100111111110110011111111001110001011001011111110111111001"
"1611",1611,"0000011110111111111111011011110000101100111000111111101100011010101001001011000101110111100100110001"
"1612",1612,"1111110111111111111111111111011000111000111011111111111111011111110111111110011101011111111111111111"
"1613",1613,"1011011110011100111101010111110000100100011000101010001111101010010000011000100000010111011000000000"
"1614",1614,"0000001100011010000001110100000000000000100100110010100100001001000110000000010001010000000100000000"
"1615",1615,"1011000111111111111111111111111011011001011111101100010110011010110111101110010001111011110101101001"
"1616",1616,"1001111110111111111111111101111011111010111000111110111111111101111110011111000111111111110010111111"
"1617",1617,"1011000110111111111011111111111110101101111111111111101110111011011111011011101111111111111010110011"
"1618",1618,"1001000110001100001011010001000000100101110010011010111110001011000001001000000001011011110110100000"
"1619",1619,"0011011110111111111011011011111111011101111111111111111111111111111101111100010111101111111010111111"
"1620",1620,"0001100100100100011111101001000000000000011000101001110100100011110110011000110001000111100010001010"
"1621",1621,"0000000110110101001011010010000000000000010010000000000100000000101100000000000000000000000000000000"
"1622",1622,"1111100110111101011011001000100000111010000100101000001100011001000100101010000011000011001000010011"
"1623",1623,"0011111111110111111111111011111111111101111101111111111111111011111111111111111101111111101001110111"
"1624",1624,"0010000000000101000110001100000001000000010010111000001100100010100111001001000001001101001000000001"
"1625",1625,"0011000110111001011001001011000010011001011000011001011110111010110101111010001100001011000000010010"
"1626",1626,"0000000000000010000010000000100000000100000000000000010000001000000100000001000000000000000000000000"
"1627",1627,"0011100110111101010101011001010101110100111100011010101110101100010100001001100101011111100010111011"
"1628",1628,"1111111111111101111111111111101110011001011111101110111111111111111111111101111111111111101111011111"
"1629",1629,"1000100010101100100011001000000000010000000000000001000100001010000000000001100011000000100010000000"
"1630",1630,"0000000000010000000000100100000000001000000000000100000100000000000000000000000000000000000000000000"
"1631",1631,"1011011110100100001011011001101000001100010010101010111111011111110101011011011111011001101000011001"
"1632",1632,"1111111110101101111111101111110111011101111110111111111110111101010011011111011111001111011111111111"
"1633",1633,"0011010100011010010101111101001010001001110010001010110100011110110111011001000101000111000001001001"
"1634",1634,"0001000010000011011100011000000000000100000000011000000100100010011000010000000000010001000000110000"
"1635",1635,"1111010111111010011111111001001001010100110101101010110110111001110111111101001001110111000011110101"
"1636",1636,"0001000110000100100101101111000000101101010000011100100110001010001010000000000001010000000000001000"
"1637",1637,"0010000100010010001011001100000000100000000100001010011100000000000000000000000000010001000010010000"
"1638",1638,"0000000100000000010111000010000000110100000111101110010110000010011011001000100000010101010010000000"
"1639",1639,"1111111111110101111111111111111011111011111111111111010111011111110111111111011111101111111111111110"
"1640",1640,"0000010100010101010101111100000000000000000000001100110000001001010000010000001101011000000001001000"
"1641",1641,"0010000110010100011010000100100000100000100010101100011000101001000100000001000010011000000000000001"
"1642",1642,"0010000100000001000000001100000000000000010000001000001010101001000100000000000000000001000010000000"
"1643",1643,"1011011100111110011011011111000011100000111011111111011110011011111100001101010001011111101101010001"
"1644",1644,"1010010010111111101101111110000000010001010000001100001101001000010001100100111101010001111011110001"
"1645",1645,"0010010100001000001000111100000000011001000000001100010101011110101001000001110101100000010000000000"
"1646",1646,"0000000000100101101000100101000000000100010000011000010110001010000101000000000000000000000100000001"
"1647",1647,"1010000100011101110110111001000010110101101110101111011110101010111100110101000001011111110100100001"
"1648",1648,"1111001111111101111111111101110010111101001111111011100110111011011111111101001101111111111111011111"
"1649",1649,"1011110000011100111111111101000010011100010000111001000111001110001000000011011101001011100000001001"
"1650",1650,"0000010010010101110001011011011000011000011110101100011110000010000100001010001111011001001000000000"
"1651",1651,"0111101111011111110101011111001110111101111110111111101110011011101100100010000111011111111011000000"
"1652",1652,"0000000110010000000100001000000000100100000000001000010000000010000000000001000000000001010000000001"
"1653",1653,"0011001110101001111011011001100110110101110000111011010101110011010010101000000111011001101001010001"
"1654",1654,"0001010100000000001111111000100000000100000100111000001101000010000001001000000001000000000100000000"
"1655",1655,"0010110110011001111100111101100000110000000100111100110100011010001101101001000011001101101000110010"
"1656",1656,"0010000000000000000000011000000000000010000000001000000100000000000000101000000000011000010100000000"
"1657",1657,"1111111111111111111111011111011111011011111111111111111111111111111111111111111111101111101011111111"
"1658",1658,"1011101100011101011111111001101100111100101110101110111111011111111011011100011101111101100111011001"
"1659",1659,"0011000100101010010011001000000000001100100100011000010110001100001100001000000000010001010000000001"
"1660",1660,"1010011110111101110111111110001111000001010010111000010101001110010111101001110011010111100111010001"
"1661",1661,"0000000100100001000000001100000000000000000000000000010000000000000000000000000000000001000010000000"
"1662",1662,"1011001110110100011111011101110001011110010101111111110110111011010111111101000011110111110011110001"
"1663",1663,"1010001100011110011001101011000000110000011100111010100100101011000001000000010001111001010010001001"
"1664",1664,"1101010110111110011011111001010000111100011010101111111111111011011111111110111111111111101011111111"
"1665",1665,"1011110110011101001110111010100000101101011110011000100110011010010111011000110001011111000100111001"
"1666",1666,"1111100111001111111111011111111111011111011101111111101111111110110110111100011101001111111111011101"
"1667",1667,"1011110110111111111011011111111111011111111110101011111111111010111110101000101111111111111111100111"
"1668",1668,"1111001110100101011111011111110011010111111010111111001110011011111110101111011111001111001011111101"
"1669",1669,"0001000100001000111010011000100000000001000000001000010100000010000100000000000000000001010001000000"
"1670",1670,"0010101000100000100011111001100000001000011100001000010100001000100100011000000101001111010000000010"
"1671",1671,"1000000100011110010110111000000000011000110100001000000110000000010101000000000001000001000010001001"
"1672",1672,"0001000110010000011011111111100010000000110010101110001110111010000001010000000101001001000010101000"
"1673",1673,"1011010110111111111011011011100111011101111111111111101111111111111110110110101101111101111111110101"
"1674",1674,"0011000100100001000001110100000000000000110010101000010000000011100010001000100000000000000000000001"
"1675",1675,"0001000000000001011011101100100100000100010000001000000100101000000100000000001001001001000001000100"
"1676",1676,"1001100110010101010011011111101000110100111011011011110101111111101101011101001101010111111100010111"
"1677",1677,"1011110110110111010111111101100000100000101101111010110110101001100110111011110111010101011010111110"
"1678",1678,"1000000000000010101011011100101000001100000000111010000110000010010110001001000101011001000010001000"
"1679",1679,"1011111110101101111011111110110010001101111011111101111111111011101110111001000111110111110011111111"
"1680",1680,"1111101110111101100111111011101011001001110111111011101110011100001111111101011101011000110111100100"
"1681",1681,"0010101110101011011011011101000010011100101010111011101101101010100100111001110001011011010111011010"
"1682",1682,"1001001100011101010011001001000000001000110000001010101101011010110101010001110101001111100011110000"
"1683",1683,"0000000000010000000000000000000000100000000000000000001000000000000000000000000000000000000000000000"
"1684",1684,"0011011100011000000011010000100000010000010010111101111100101010010101101011001011110101010110001011"
"1685",1685,"1111111110111111111111111111111111111110111111011111111111111111111111111111011111111111111111111111"
"1686",1686,"1011011110111111011111011011001110111110110001111011110111011010110111101101010001001111100011111011"
"1687",1687,"0011000100100100011011011111100000010000111000111011011110111001110101110011000001111001110001011000"
"1688",1688,"1011100110011111101111111101010100011100111100111000101110111011010101101111110011100011010011011000"
"1689",1689,"0000000100000000000000100000000000000000100000000000001000000001000000010000000000000000000000000000"
"1690",1690,"1111111111111101111111111111011111111101111111111111111111111111111111111110111111111111101111111111"
"1691",1691,"0001000110001011100111011010101110110000101110111110010100001000011001100000001101001101100000111001"
"1692",1692,"0000000100000001001010000100000000000000000000000000001000000000001100010000000000000000000000000000"
"1693",1693,"0000000100010100001010111000000000100000110100101000110000101010000000001001000000001000000000010000"
"1694",1694,"1010001100100100011000011010000001100100000100001100011100011010000000100010000101100111000000010000"
"1695",1695,"1000001000110100011000110100001000010100100000001010001010101010000100000001000000011101010000001000"
"1696",1696,"0010010100011001100111111100000000100000000010101000010100000000000000000000000000000000100110000000"
"1697",1697,"0101110110101101011111011101101000011100001111001010101100111100100111101101010001011111101101001100"
"1698",1698,"0010010100100010000011011010100100110100010100101010110000011010010100010000000001001100000000111001"
"1699",1699,"1111111110111111111101011011111110111111001101111111101110111111111111111111111111011111111011111110"
"1700",1700,"0000000100001100011000101000000000101000000000110100100000001000100000100010000000001001010000100010"
"1701",1701,"1011001100011111101111111100000101101000000011101101101110011110111101001110010100001101011000110001"
"1702",1702,"0011001110000000011111011001100010010100100010101110010110110010101101010100000011111111101001101011"
"1703",1703,"1011101110010100001111011111001000110100000101101011011110011001001101111110011001111101000011100001"
"1704",1704,"0010000000101000101000010000000000000001000001000000000000000000000000000000000100010000000000000000"
"1705",1705,"1111111111111101111111111111111111011011101111111111111111111111111111111111111111111111111111111111"
"1706",1706,"1111100110101111111111011111110010111101111111111011111111011011111111101101111101111111111111111111"
"1707",1707,"0000000000000000010000010000000000000000100100000000000100000001100000000010000000000000000000000000"
"1708",1708,"1010000000110000010010000000000000000000000000000000001100100000000000000000000000010000010000000000"
"1709",1709,"0011010110110101111011011111101000111001011100101111101111111011011011111011011111111111110010111111"
"1710",1710,"0000000110000001000000010000000000000000100000001000000000001011001101000001000000000001011000000000"
"1711",1711,"1011000110011100010011001111010010000000000000001111001101111110110101101000000111010001100111000001"
"1712",1712,"0111010111111111111111111111111011011101111111111111110111111110111111101111111111111111101000111111"
"1713",1713,"1111011110111101111111011011001001110001111100111011001110111111110101101110111101011111111011111010"
"1714",1714,"1111111110111111111111111101111101011011111110101111101111011111110111111111011111111111111001111101"
"1715",1715,"1001010110011001011111111100100000001001010000101010100111000010100100111010000101010101010011011001"
"1716",1716,"1011101011111101111111011111110110011110101111001010110111111011111111101101011101000111011110110101"
"1717",1717,"0011001100100000011011101011100000100100010001101000011101101010010111010000000101000101000010011001"
"1718",1718,"1011010110111101011101111101000000001111000010111010110110111010011101011011010001100011100010010000"
"1719",1719,"0010000100110100101011111000000000000000010000001010011100011011001100001000010101110000010000000000"
"1720",1720,"1111010111110100111011011011000011111000110101111011100111110010100110110101110101011111111010101100"
"1721",1721,"0011110100111101111111011011010101101001010101111111101111111110010111011101110011010101000000101111"
"1722",1722,"0000100000000100010001110010000000010000000000001000000000000010000000000000000000000000010000000000"
"1723",1723,"0000001100011111011001111001000000111100000010111000011110001000000100011001000001001101100000001001"
"1724",1724,"1010000100101000010011111000100000001001100000001010010110000011000100110011000000010001010001000000"
"1725",1725,"1010000010101000001111111000100100111100000100101101100100111011100100000001001100011000010000011100"
"1726",1726,"1000100010110000010010100000100010010000000110111100000000000011100100000010000000000000000100011010"
"1727",1727,"1111110111111111111111111111111010011101101111101011111111011111110011001111111001111101110111111111"
"1728",1728,"0001000100111001111111010010110000101100000100101100001100101010001001001000010001001001000110000000"
"1729",1729,"0000000100001000101011111001100000111011000000001010001100000010000001000001000100001011100001010001"
"1730",1730,"0000000100111100011001000110100000000110010101011000001101011010000000100011000001001000000000000001"
"1731",1731,"1101100100010110111011101001101010111101101010101111110111111010011111001001110101001111100000010111"
"1732",1732,"0000000000000010000010000000000000100000000000000100010000000000000100000000000000000000000000000000"
"1733",1733,"1011000010111110000011001101010100111100110000111110100110110010101101111011000101100011101011000001"
"1734",1734,"0000000000010000000000001000000000000100000000001100010100001000001000000000000000000000000000001001"
"1735",1735,"1000000000100001100010001001000000000000010000101000000000000000000000010010000000000000000000000000"
"1736",1736,"1111000111111111111111011111011010011000101001111110110111011111111101111100011111100111111011011001"
"1737",1737,"0011010100111010100001011011100000110100001100101011010100111010100100011101001001011000010000011000"
"1738",1738,"0111000110010111111110010111000001010000000100101110110100111011111100001000000101011101010010000010"
"1739",1739,"0000000100001000000000010100000000000000100100000000010100000010000000000000000000000000000000000000"
"1740",1740,"1000100000100010000001101011100000000100000000101010000100001000000000000000000111010000000000000001"
"1741",1741,"0011000100011100001010111100000010100000110000001000000101101010001100010010001000011011000000000000"
"1742",1742,"1111011110111111011111111011111111001101111010111011111111011111111101101111011101011111111011111101"
"1743",1743,"1111000110111101111111111011100000011000011000111110111110001011111011100111010000111000101000100000"
"1744",1744,"0011000100000111111011000001100000010100000100111100001000001000110101000001000100101001000000000011"
"1745",1745,"1111100111111101111011111011111111111000011010111111011111111111111111111101011111111111101111111111"
"1746",1746,"0011110100111001111001010000100000110100010001101100001101000011001001001010000000010011000100000001"
"1747",1747,"1101110110111100111111011101000010111100011100111111111010111010100101011110010101111101110010111101"
"1748",1748,"1011100110101110000001010000100000000100010000101100001110100000000000010001000010001100000100010100"
"1749",1749,"1111000111011001010001011110100010111100000110111010001101011001100000101011100101101101011110110011"
"1750",1750,"0000000000000101011001010100000000000000000100000000010000000000001000010011000000001000000000000001"
"1751",1751,"1011010110111111011111111001100010111101101000101111111111101110111111001101111101011100101110111011"
"1752",1752,"0000000110001100011011111101010000000011110100001100111100000001001001101001000001000000000000100000"
"1753",1753,"0010000000100010110010000000000000010000000000011000110000000001001100000001000000010001000000000000"
"1754",1754,"0001000000000000100011011100100000000100110000000101010100001011101000100000000000011001010010000100"
"1755",1755,"1111111110011101011011011101111111001100011001111111111111111110111110111100101101111111010011111111"
"1756",1756,"0001000110111111010011111100100010010000100100001100100100111011011001010001001101001101110111000000"
"1757",1757,"1111111111111111111111111111111111011111111111111111101111111111011111111111111111111111111111111111"
"1758",1758,"0011111110111111111111111111110011111110111111111011111111111011111111111110011101111111111111111111"
"1759",1759,"0000000000010000000010000000000000000000000000000000000000000010000000000000000000000000000000001000"
"1760",1760,"0001110100011100011010001001000001111001010000101010000100001110010111001001010100001001110100011000"
"1761",1761,"1111110110101111011101011000000100100100010100101001010110011010101101111010010011111000010101100000"
"1762",1762,"0000000000001101110110110000000000010100000100001111001000001000000000000001000000010000000001000000"
"1763",1763,"1010110100000011111101111000000000000100010000001000001100000010011110101000000101001100101000101000"
"1764",1764,"1011110110111111111111111111000110101101000010001000100110111111110000011000000101111011001100100001"
"1765",1765,"1110011110111111111111111111111011011110101111111111011100111111111111111111111001011111111001111011"
"1766",1766,"1010000000110000000000000000000000000101000000000000000000001000000100000000000000001000000000000000"
"1767",1767,"0000100000101000000101010000000000000000000010001000000100000010000000000001000000001000000000000000"
"1768",1768,"1011010111100101001101011111110000110000001001011001110110111011011101101100010101000101010001011000"
"1769",1769,"0011010110001111111101111101110011010000111100101010000110111001100101111101011011110101010010010101"
"1770",1770,"0111010110011111111111001111011001010101011111101111100101011111000111011100011101001111110111110100"
"1771",1771,"0010000100001010000010011000100000000000010000101011000110000110000101001000000001010000000001000000"
"1772",1772,"0000000000100000100000000000000000000000100000001000000100100000000001000001000000000000000010000000"
"1773",1773,"0111000110110111111101111111010100011001010100111111110111111011110100011000100001101111101000001100"
"1774",1774,"0000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000"
"1775",1775,"1011111111111101111111111011101010100100101001101011010111110111001101111101011101110110011101110101"
"1776",1776,"0011000100011101000101010001000000000101000110101010001110001100011000010001011101000101010010010000"
"1777",1777,"1111101111111101111111111101111111011001011010111110101110111111011111111111011111101111111111110111"
"1778",1778,"1111111110111111111111011011111110101111111011111100110110111111111001011111111101111111000110111111"
"1779",1779,"0011100111101111111111010011101011010110001100111110111111111111100111001110001101111111111111101111"
"1780",1780,"1011011110110001100111010101000000111100011011101110011111101110000001110001100101111101000111110100"
"1781",1781,"0000000100100001011000000100000000000000000000000000001000001000100000000000000010000000000000001001"
"1782",1782,"0011000110110010011111011110000000000000011100001110010110101011001100100100010111010011100010001000"
"1783",1783,"0010000000001010000010000000000000000100000000001010010100000010000000000001000000000000010100000000"
"1784",1784,"1111111110111101111111111111101011111001011111101111100111111111111111111111011111111111100111111101"
"1785",1785,"1011001110111110001000111101000000110001001000011000010100111000001001011001000101011101011010100000"
"1786",1786,"1111110111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111"
"1787",1787,"0010000100100000001101010000001000001000000000001000001011000010000000000001000001000000000000000000"
"1788",1788,"0000000000010100011011111100100000100100000101001010000110011000100001100010000001001101010000010000"
"1789",1789,"0000000100001100100110011100000000100000000100001010000100000111000000000000000000000000000010000000"
